ROLL_NO,REGISTRATION_NUMBER,GENDER,STRATUM,SCHOOL_NAT,SCHOOL_TYPE,DSBDA,CC,AI,WT,EM-3,ACADEMIC_PROGRAM,TOTAL_MARKS
12044,SB11201420249532,M,Stratum 2,PUBLIC,ACADEMIC,69,57,62,65,50,CHEMICAL ENGINEERING,303
12045,SB11201420250113,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,67,72,62,69,67,INDUSTRIAL ENGINEERING,337
12046,SB11201420250962,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,64,63,59,68,53,MECHANICAL ENGINEERING,307
12047,SB11201420251621,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,66,57,54,62,61,INDUSTRIAL ENGINEERING,300
12048,SB11201420253648,M,Stratum 3,PUBLIC,ACADEMIC,61,63,50,76,58,CIVIL ENGINEERING,308
12049,SB11201420254009,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,50,57,57,56,48,INDUSTRIAL ENGINEERING,268
12050,SB11201420255082,M,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,83,61,62,69,64,CHEMICAL ENGINEERING,339
12051,SB11201420255884,M,Stratum 2,PUBLIC,ACADEMIC,58,69,72,73,71,MECHANICAL ENGINEERING,343
12052,SB11201420256346,F,Stratum 3,PRIVATE,ACADEMIC,59,51,58,63,60,INDUSTRIAL ENGINEERING,291
12053,SB11201420256973,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,69,63,64,67,71,INDUSTRIAL ENGINEERING,334
12054,SB11201420257895,M,Stratum 2,PUBLIC,ACADEMIC,66,65,70,61,53,MECHATRONICS ENGINEERING,315
12055,SB11201420258541,M,Stratum 3,PUBLIC,ACADEMIC,64,63,77,68,61,CHEMICAL ENGINEERING,333
12056,SB11201420258798,M,Stratum 3,PUBLIC,ACADEMIC,70,65,65,71,75,ELECTRONIC ENGINEERING,346
12057,SB11201420259541,F,Stratum 4,PRIVATE,ACADEMIC,67,72,63,70,75,INDUSTRIAL ENGINEERING,347
12058,SB11201420259572,F,Stratum 3,PRIVATE,ACADEMIC,75,72,72,65,84,INDUSTRIAL ENGINEERING,368
12059,SB11201420259617,F,Stratum 4,PRIVATE,ACADEMIC,64,54,44,59,58,CIVIL ENGINEERING,279
12060,SB11201420259743,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,58,78,71,71,60,INDUSTRIAL ENGINEERING,338
12061,SB11201420259885,F,Stratum 4,PRIVATE,ACADEMIC,72,61,63,64,81,MECHANICAL ENGINEERING,341
12062,SB11201420260551,M,Stratum 1,PUBLIC,ACADEMIC,83,54,67,76,65,MECHANICAL ENGINEERING,345
12063,SB11201420260816,M,Stratum 3,PRIVATE,ACADEMIC,99,78,80,93,100,ELECTRONIC ENGINEERING,450
12064,SB11201420261558,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,58,54,53,64,60,MECHANICAL ENGINEERING,289
12065,SB11201420262186,F,Stratum 4,PUBLIC,TECHNICAL,70,60,61,65,60,CIVIL ENGINEERING,316
12066,SB11201420262298,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,70,72,66,62,60,MECHANICAL ENGINEERING,330
12067,SB11201420264164,F,Stratum 4,PRIVATE,ACADEMIC,85,72,69,80,100,CIVIL ENGINEERING,406
12068,SB11201420264260,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,67,69,71,66,51,INDUSTRIAL ENGINEERING,324
12069,SB11201420265838,M,Stratum 3,PRIVATE,ACADEMIC,63,58,60,62,60,MECHANICAL ENGINEERING,303
12070,SB11201420269102,F,Stratum 5,PRIVATE,TECHNICAL,59,63,56,54,73,INDUSTRIAL ENGINEERING,305
12071,SB11201420269111,F,Stratum 4,PRIVATE,TECHNICAL,61,51,51,60,69,INDUSTRIAL ENGINEERING,292
12072,SB11201420269955,M,Stratum 3,PUBLIC,ACADEMIC,69,67,69,75,63,MECHANICAL ENGINEERING,343
12073,SB11201420270658,M,Stratum 2,PUBLIC,ACADEMIC,72,56,58,64,55,INDUSTRIAL ENGINEERING,305
12074,SB11201420271000,M,Stratum 3,PRIVATE,ACADEMIC,67,57,69,68,71,CHEMICAL ENGINEERING,332
12075,SB11201420272917,F,Stratum 5,PRIVATE,ACADEMIC,58,54,59,59,52,INDUSTRIAL ENGINEERING,282
12076,SB11201420273310,F,Stratum 4,PRIVATE,ACADEMIC,61,63,54,64,61,CHEMICAL ENGINEERING,303
12077,SB11201420274881,M,Stratum 3,PUBLIC,ACADEMIC,76,80,88,74,78,INDUSTRIAL ENGINEERING,396
12078,SB11201420274970,M,Stratum 1,PUBLIC,ACADEMIC,56,50,49,49,42,CIVIL ENGINEERING,246
12079,SB11201420274998,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,81,72,80,77,53,INDUSTRIAL ENGINEERING,363
12080,SB11201420275291,F,Stratum 2,PUBLIC,ACADEMIC,64,63,64,62,50,CHEMICAL ENGINEERING,303
12081,SB11201420275968,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,64,69,70,70,55,CHEMICAL ENGINEERING,328
12082,SB11201420276038,F,Stratum 2,PUBLIC,ACADEMIC,72,60,70,63,73,CHEMICAL ENGINEERING,338
12083,SB11201420277935,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,62,55,58,63,58,INDUSTRIAL ENGINEERING,296
12084,SB11201420278149,M,Stratum 3,PRIVATE,ACADEMIC,50,55,57,58,66,MECHANICAL ENGINEERING,286
12085,SB11201420279620,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,39,47,52,41,44,ELECTRONIC ENGINEERING,223
12086,SB11201420282021,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,74,62,65,76,75,CIVIL ENGINEERING,352
12087,SB11201420284808,M,Stratum 1,PUBLIC,ACADEMIC,67,65,66,69,61,MECHANICAL ENGINEERING,328
12088,SB11201420285346,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,66,69,60,70,53,CHEMICAL ENGINEERING,318
12089,SB11201420285651,F,Stratum 2,PUBLIC,TECHNICAL,61,63,61,72,55,INDUSTRIAL ENGINEERING,312
12090,SB11201420286128,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,56,58,57,62,55,CIVIL ENGINEERING,288
12091,SB11201420286682,F,Stratum 2,PRIVATE,ACADEMIC,67,60,77,70,70,CIVIL ENGINEERING,344
12092,SB11201420286910,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,72,61,59,65,57,MECHATRONICS ENGINEERING,314
12093,SB11201420287062,M,Stratum 3,PRIVATE,ACADEMIC,66,63,75,70,52,MECHANICAL ENGINEERING,326
12094,SB11201420287335,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,70,61,62,73,63,CIVIL ENGINEERING,329
12095,SB11201420289601,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,60,51,56,52,50,INDUSTRIAL ENGINEERING,269
12096,SB11201420289692,M,Stratum 3,PRIVATE,ACADEMIC,69,63,59,62,55,INDUSTRIAL ENGINEERING,308
12097,SB11201420291058,M,Stratum 6,PRIVATE,ACADEMIC,66,60,65,67,61,INDUSTRIAL ENGINEERING,319
12098,SB11201420291780,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,55,63,49,59,79,INDUSTRIAL ENGINEERING,305
12099,SB11201420292142,M,Stratum 3,PRIVATE,ACADEMIC,77,72,69,74,100,CIVIL ENGINEERING,392
12100,SB11201420292418,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,74,72,87,71,65,CIVIL ENGINEERING,369
12101,SB11201420292428,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,64,57,64,69,64,INDUSTRIAL ENGINEERING,318
12102,SB11201420293411,M,Stratum 1,PUBLIC,ACADEMIC,74,55,71,74,49,ELECTRONIC ENGINEERING,323
12103,SB11201420295701,F,Stratum 4,PRIVATE,ACADEMIC,79,75,72,72,73,INDUSTRIAL ENGINEERING,371
12104,SB11201420295720,M,Stratum 6,PRIVATE,ACADEMIC,62,57,56,49,53,MECHANICAL ENGINEERING,277
12105,SB11201420296354,F,Stratum 2,PRIVATE,TECHNICAL,74,65,80,72,75,INDUSTRIAL ENGINEERING,366
12106,SB11201420296818,M,Stratum 5,PRIVATE,ACADEMIC,81,60,64,78,100,CHEMICAL ENGINEERING,383
12107,SB11201420297258,F,Stratum 4,PRIVATE,ACADEMIC,67,58,53,59,54,INDUSTRIAL ENGINEERING,291
12108,SB11201420298223,M,Stratum 2,PRIVATE,ACADEMIC,67,58,65,66,73,INDUSTRIAL ENGINEERING,329
12109,SB11201420298304,F,Stratum 2,PRIVATE,ACADEMIC,81,75,83,66,69,CHEMICAL ENGINEERING,374
12110,SB11201420298702,M,Stratum 2,PRIVATE,TECHNICAL/ACADEMIC,77,65,67,71,56,INDUSTRIAL ENGINEERING,336
12111,SB11201420299058,M,Stratum 4,PRIVATE,ACADEMIC,79,57,75,69,93,ELECTRIC ENGINEERING,373
12112,SB11201420299099,M,Stratum 5,PRIVATE,ACADEMIC,100,83,75,90,100,MECHANICAL ENGINEERING,448
12113,SB11201420299436,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,56,48,51,58,54,MECHATRONICS ENGINEERING,267
12114,SB11201420299523,M,Stratum 1,PUBLIC,ACADEMIC,72,67,65,82,73,CIVIL ENGINEERING,359
12115,SB11201420299885,F,Stratum 3,PUBLIC,ACADEMIC,58,72,61,69,63,CHEMICAL ENGINEERING,323
12116,SB11201420301285,M,Stratum 3,PRIVATE,ACADEMIC,79,72,73,73,82,INDUSTRIAL ENGINEERING,379
12117,SB11201420302895,F,Stratum 2,PRIVATE,ACADEMIC,66,69,59,58,60,CHEMICAL ENGINEERING,312
12118,SB11201420303090,M,Stratum 5,PRIVATE,ACADEMIC,90,65,77,76,93,CIVIL ENGINEERING,401
12119,SB11201420303094,M,Stratum 4,PRIVATE,ACADEMIC,95,75,75,83,100,CIVIL ENGINEERING,428
12120,SB11201420303108,F,Stratum 6,PRIVATE,ACADEMIC,100,72,75,81,93,CIVIL ENGINEERING,421
12121,SB11201420303941,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,56,52,59,52,45,INDUSTRIAL ENGINEERING,264
12122,SB11201420304825,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,75,55,60,62,55,INDUSTRIAL ENGINEERING,307
12123,SB11201420305035,F,Stratum 6,PRIVATE,ACADEMIC,75,75,75,76,84,INDUSTRIAL ENGINEERING,385
12124,SB11201420305270,F,Stratum 2,PRIVATE,ACADEMIC,66,75,75,68,62,CHEMICAL ENGINEERING,346
12125,SB11201420305391,F,Stratum 2,PUBLIC,ACADEMIC,66,54,62,71,53,CHEMICAL ENGINEERING,306
12126,SB11201420306580,M,Stratum 3,PRIVATE,ACADEMIC,43,35,47,49,45,MECHANICAL ENGINEERING,219
12127,SB11201420307664,M,Stratum 2,PUBLIC,ACADEMIC,55,38,30,43,51,MECHATRONICS ENGINEERING,217
12128,SB11201420307785,M,Stratum 3,PRIVATE,ACADEMIC,61,70,71,60,60,CIVIL ENGINEERING,322
12129,SB11201420307972,M,Stratum 3,PRIVATE,ACADEMIC,77,65,62,74,61,CHEMICAL ENGINEERING,339
12130,SB11201420308084,M,Stratum 3,PRIVATE,ACADEMIC,69,55,64,67,61,CIVIL ENGINEERING,316
12131,SB11201420308091,M,Stratum 3,PRIVATE,ACADEMIC,66,65,60,64,62,INDUSTRIAL ENGINEERING,317
12132,SB11201420310139,M,Stratum 1,PRIVATE,TECHNICAL,61,51,66,64,44,MECHANICAL ENGINEERING,286
12133,SB11201420310828,M,Stratum 2,PRIVATE,ACADEMIC,65,65,73,63,64,INDUSTRIAL ENGINEERING,330
12134,SB11201420310845,M,Stratum 3,PRIVATE,ACADEMIC,70,75,62,74,73,INDUSTRIAL ENGINEERING,354
12135,SB11201420311105,F,Stratum 5,PRIVATE,ACADEMIC,85,72,71,79,88,INDUSTRIAL ENGINEERING,395
12136,SB11201420312220,M,Stratum 2,PUBLIC,TECHNICAL,53,54,53,56,69,CIVIL ENGINEERING,285
12137,SB11201420312236,M,Stratum 3,PUBLIC,TECHNICAL,42,52,67,59,55,CIVIL ENGINEERING,275
12138,SB11201420312843,F,Stratum 6,PRIVATE,ACADEMIC,79,69,67,77,88,CIVIL ENGINEERING,380
12139,SB11201420315389,F,Stratum 3,PRIVATE,ACADEMIC,77,75,69,70,93,INDUSTRIAL ENGINEERING,384
12140,SB11201420316274,M,Stratum 6,PRIVATE,ACADEMIC,74,79,73,79,59,ELECTRONIC ENGINEERING,364
12141,SB11201420316907,M,Stratum 3,PRIVATE,ACADEMIC,72,61,67,83,88,MECHANICAL ENGINEERING,371
12142,SB11201420316979,M,Stratum 3,PRIVATE,ACADEMIC,72,65,69,69,85,INDUSTRIAL ENGINEERING,360
12143,SB11201420316991,M,Stratum 3,PRIVATE,ACADEMIC,81,75,80,77,85,ELECTRONIC ENGINEERING,398
12144,SB11201420317025,M,Stratum 4,PRIVATE,ACADEMIC,79,69,67,84,84,MECHANICAL ENGINEERING,383
12145,SB11201420317163,M,Stratum 3,PRIVATE,ACADEMIC,72,60,70,65,77,CHEMICAL ENGINEERING,344
12146,SB11201420317307,M,Stratum 5,PRIVATE,ACADEMIC,92,65,67,77,82,CIVIL ENGINEERING,383
12147,SB11201420317387,F,Stratum 1,PUBLIC,TECHNICAL,67,58,67,69,71,CHEMICAL ENGINEERING,332
12148,SB11201420317572,M,Stratum 2,PRIVATE,ACADEMIC,85,69,65,73,100,ELECTRONIC ENGINEERING,392
12149,SB11201420318846,M,Stratum 2,PRIVATE,ACADEMIC,64,55,56,59,75,INDUSTRIAL ENGINEERING,309
12150,SB11201420319122,M,Stratum 1,PUBLIC,TECHNICAL,64,70,57,65,50,INDUSTRIAL ENGINEERING,306
12151,SB11201420320673,M,Stratum 3,PRIVATE,ACADEMIC,53,47,45,48,44,CIVIL ENGINEERING,237
12152,SB11201420320717,M,Stratum 2,PRIVATE,ACADEMIC,66,57,65,70,72,CHEMICAL ENGINEERING,330
12153,SB11201420320836,M,Stratum 3,PRIVATE,ACADEMIC,75,69,67,65,68,CHEMICAL ENGINEERING,344
12154,SB11201420320942,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,57,58,48,60,58,INDUSTRIAL ENGINEERING,281
12155,SB11201420321971,M,Stratum 4,PRIVATE,ACADEMIC,85,67,77,79,84,INDUSTRIAL ENGINEERING,392
12156,SB11201420322653,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,57,58,53,56,53,MECHATRONICS ENGINEERING,277
12157,SB11201420322906,M,Stratum 2,PRIVATE,ACADEMIC,59,54,58,52,57,INDUSTRIAL ENGINEERING,280
12158,SB11201420323813,M,Stratum 4,PRIVATE,ACADEMIC,72,67,73,78,88,ELECTRONIC ENGINEERING,378
12159,SB11201420324229,M,Stratum 4,PRIVATE,ACADEMIC,69,60,64,80,82,CIVIL ENGINEERING,355
12160,SB11201420324235,M,Stratum 4,PRIVATE,ACADEMIC,79,69,72,73,88,CIVIL ENGINEERING,381
12161,SB11201420324247,M,Stratum 3,PRIVATE,ACADEMIC,58,51,56,59,64,CIVIL ENGINEERING,288
12162,SB11201420324291,M,Stratum 3,PRIVATE,ACADEMIC,67,58,61,71,58,INDUSTRIAL ENGINEERING,315
12163,SB11201420324293,M,Stratum 3,PRIVATE,ACADEMIC,58,67,71,75,77,INDUSTRIAL ENGINEERING,348
12164,SB11201420325218,M,Stratum 2,PRIVATE,ACADEMIC,69,67,62,77,54,CIVIL ENGINEERING,329
12165,SB11201420325649,M,Stratum 3,PRIVATE,ACADEMIC,74,69,75,84,93,INDUSTRIAL ENGINEERING,395
12166,SB11201420326438,M,Stratum 2,PRIVATE,ACADEMIC,59,55,67,67,82,CHEMICAL ENGINEERING,330
12167,SB11201420326588,M,Stratum 2,PRIVATE,ACADEMIC,55,47,47,53,53,MECHATRONICS ENGINEERING,255
12168,SB11201420326616,M,Stratum 1,PRIVATE,ACADEMIC,77,60,62,77,63,MECHANICAL ENGINEERING,339
12169,SB11201420327503,M,Stratum 4,PRIVATE,ACADEMIC,62,61,73,63,68,CIVIL ENGINEERING,327
12170,SB11201420329866,F,Stratum 3,PRIVATE,ACADEMIC,74,70,71,68,88,CHEMICAL ENGINEERING,371
12171,SB11201420330076,M,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,77,57,62,65,79,PRODUCTION ENGINEERING,340
12172,SB11201420331561,F,Stratum 2,PRIVATE,ACADEMIC,59,61,69,69,65,INDUSTRIAL ENGINEERING,323
12173,SB11201420332044,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,79,65,59,69,47,INDUSTRIAL ENGINEERING,319
12174,SB11201420332808,F,Stratum 3,PRIVATE,ACADEMIC,63,65,59,53,65,CHEMICAL ENGINEERING,305
12175,SB11201420333204,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,67,69,69,71,79,INDUSTRIAL ENGINEERING,355
12176,SB11201420333946,M,Stratum 5,PRIVATE,ACADEMIC,77,75,66,77,100,INDUSTRIAL ENGINEERING,395
12177,SB11201420334478,M,Stratum 4,PRIVATE,ACADEMIC,61,60,62,69,77,CHEMICAL ENGINEERING,329
12178,SB11201420334496,M,Stratum 3,PRIVATE,ACADEMIC,60,57,51,55,56,CIVIL ENGINEERING,279
12179,SB11201420335834,F,Stratum 3,PRIVATE,ACADEMIC,64,84,67,76,84,INDUSTRIAL ENGINEERING,375
12180,SB11201420335835,F,Stratum 4,PRIVATE,ACADEMIC,61,50,48,57,62,INDUSTRIAL ENGINEERING,278
12181,SB11201420337690,M,Stratum 2,PRIVATE,ACADEMIC,50,52,62,67,60,INDUSTRIAL ENGINEERING,291
12182,SB11201420338599,M,Stratum 3,PRIVATE,ACADEMIC,59,57,69,67,79,INDUSTRIAL ENGINEERING,331
12183,SB11201420338601,F,Stratum 4,PRIVATE,ACADEMIC,63,58,56,65,60,CHEMICAL ENGINEERING,302
12184,SB11201420339888,F,Stratum 1,PUBLIC,TECHNICAL,69,57,65,76,59,INDUSTRIAL ENGINEERING,326
12185,SB11201420340166,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,61,58,56,57,53,INDUSTRIAL ENGINEERING,285
12186,SB11201420340435,F,Stratum 2,PRIVATE,TECHNICAL/ACADEMIC,50,45,56,56,42,INDUSTRIAL ENGINEERING,249
12187,SB11201420342997,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,64,67,62,63,53,INDUSTRIAL ENGINEERING,309
12188,SB11201420343953,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,50,72,66,60,57,ELECTRIC ENGINEERING,305
12189,SB11201420344399,M,Stratum 5,PRIVATE,ACADEMIC,75,75,65,82,100,MECHANICAL ENGINEERING,397
12190,SB11201420344770,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,62,55,55,56,44,INDUSTRIAL ENGINEERING,272
12191,SB11201420344951,M,Stratum 2,PUBLIC,TECHNICAL,51,48,56,54,48,INDUSTRIAL ENGINEERING,257
12192,SB11201420345305,M,Stratum 2,PUBLIC,ACADEMIC,85,75,69,76,69,MECHANICAL ENGINEERING,374
12193,SB11201420345396,M,Stratum 2,PRIVATE,ACADEMIC,100,69,69,78,100,CIVIL ENGINEERING,416
12194,SB11201420346275,M,Stratum 4,PRIVATE,ACADEMIC,67,51,54,61,60,MECHATRONICS ENGINEERING,293
12195,SB11201420346673,F,Stratum 1,PUBLIC,ACADEMIC,66,69,67,72,65,CHEMICAL ENGINEERING,339
12196,SB11201420346850,F,Stratum 2,PRIVATE,ACADEMIC,69,57,66,56,58,CIVIL ENGINEERING,306
12197,SB11201420348254,M,Stratum 4,PRIVATE,ACADEMIC,83,62,64,68,64,CHEMICAL ENGINEERING,341
12198,SB11201420349381,M,Stratum 3,PUBLIC,ACADEMIC,61,57,69,64,54,INDUSTRIAL ENGINEERING,305
12199,SB11201420349422,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,55,41,44,48,53,INDUSTRIAL ENGINEERING,241
12200,SB11201420349810,M,Stratum 2,PRIVATE,ACADEMIC,75,63,55,69,55,CIVIL ENGINEERING,317
12201,SB11201420350019,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,58,61,62,64,77,MECHANICAL ENGINEERING,322
12202,SB11201420350192,M,Stratum 5,PRIVATE,ACADEMIC,72,79,71,78,100,CIVIL ENGINEERING,400
12203,SB11201420350561,M,Stratum 4,PRIVATE,ACADEMIC,81,84,75,87,88,ELECTRONIC ENGINEERING,415
12204,SB11201420351772,M,Stratum 5,PRIVATE,ACADEMIC,92,84,77,87,100,CHEMICAL ENGINEERING,440
12205,SB11201420351894,M,Stratum 5,PRIVATE,ACADEMIC,77,72,73,81,93,INDUSTRIAL ENGINEERING,396
12206,SB11201420352459,F,Stratum 3,PRIVATE,ACADEMIC,61,61,59,62,64,INDUSTRIAL ENGINEERING,307
12207,SB11201420353241,M,Stratum 5,PRIVATE,ACADEMIC,92,69,69,82,100,ELECTRONIC ENGINEERING,412
12208,SB11201420354558,F,Stratum 3,PRIVATE,ACADEMIC,61,58,61,64,79,CIVIL ENGINEERING,323
12209,SB11201420355322,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,72,63,71,66,54,INDUSTRIAL ENGINEERING,326
12210,SB11201420358676,M,Stratum 2,PUBLIC,ACADEMIC,69,84,65,75,55,INDUSTRIAL ENGINEERING,348
12211,SB11201420364669,M,Stratum 2,PRIVATE,ACADEMIC,48,47,52,52,58,MECHANICAL ENGINEERING,257
12212,SB11201420365419,M,Stratum 2,PUBLIC,ACADEMIC,58,69,67,72,73,INDUSTRIAL ENGINEERING,339
12213,SB11201420366335,F,Stratum 1,PUBLIC,ACADEMIC,51,48,59,49,51,CIVIL ENGINEERING,258
12214,SB11201420367689,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,46,49,50,54,58,INDUSTRIAL ENGINEERING,257
12215,SB11201420367691,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,52,51,57,47,52,INDUSTRIAL ENGINEERING,259
12216,SB11201420368065,M,Stratum 3,PUBLIC,ACADEMIC,70,61,61,60,60,CHEMICAL ENGINEERING,312
12217,SB11201420368946,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,74,65,62,76,75,CIVIL ENGINEERING,352
12218,SB11201420369459,M,Stratum 2,PRIVATE,TECHNICAL/ACADEMIC,69,67,71,70,61,MECHANICAL ENGINEERING,338
12219,SB11201420369769,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,66,62,64,63,53,PRODUCTION ENGINEERING,308
12220,SB11201420369930,M,Stratum 2,PRIVATE,ACADEMIC,67,45,50,61,58,INDUSTRIAL ENGINEERING,281
12221,SB11201420369978,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,56,65,65,72,62,MECHANICAL ENGINEERING,320
12222,SB11201420369989,M,Stratum 2,PUBLIC,ACADEMIC,69,67,75,69,66,INDUSTRIAL ENGINEERING,346
12223,SB11201420370982,F,Stratum 3,PRIVATE,ACADEMIC,74,72,69,80,73,CHEMICAL ENGINEERING,368
12224,SB11201420371703,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,63,63,57,64,48,INDUSTRIAL ENGINEERING,295
12225,SB11201420371715,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,75,70,62,71,54,INDUSTRIAL ENGINEERING,332
12226,SB11201420372313,M,Stratum 3,PRIVATE,ACADEMIC,72,67,62,69,84,INDUSTRIAL ENGINEERING,354
12227,SB11201420372352,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,58,65,50,65,47,INDUSTRIAL ENGINEERING,285
12228,SB11201420372594,F,Stratum 3,PRIVATE,ACADEMIC,65,67,65,71,65,INDUSTRIAL ENGINEERING,333
12229,SB11201420373589,F,Stratum 2,PUBLIC,ACADEMIC,53,51,41,47,49,CIVIL ENGINEERING,241
12230,SB11201420373981,F,Stratum 5,PRIVATE,ACADEMIC,57,62,59,60,47,INDUSTRIAL ENGINEERING,285
12231,SB11201420374181,M,Stratum 5,PRIVATE,ACADEMIC,75,63,57,72,75,ELECTRIC ENGINEERING,342
12232,SB11201420376488,F,Stratum 1,PUBLIC,ACADEMIC,69,56,75,81,58,CHEMICAL ENGINEERING,339
12233,SB11201420376581,M,Stratum 3,PRIVATE,ACADEMIC,74,63,69,74,49,MECHANICAL ENGINEERING,329
12234,SB11201420377100,M,Stratum 2,PUBLIC,TECHNICAL,72,67,77,70,64,INDUSTRIAL ENGINEERING,350
12235,SB11201420377226,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,40,45,37,35,48,INDUSTRIAL ENGINEERING,205
12236,SB11201420379368,F,Stratum 2,PRIVATE,ACADEMIC,58,56,62,61,60,INDUSTRIAL ENGINEERING,297
12237,SB11201420380019,M,Stratum 4,PRIVATE,ACADEMIC,67,60,60,72,66,MECHANICAL ENGINEERING,325
12238,SB11201420381869,M,Stratum 3,PRIVATE,ACADEMIC,95,84,67,89,100,INDUSTRIAL ENGINEERING,435
12239,SB11201420381878,M,Stratum 3,PRIVATE,ACADEMIC,74,63,73,77,100,INDUSTRIAL ENGINEERING,387
12240,SB11201420381899,M,Stratum 3,PRIVATE,ACADEMIC,69,65,69,76,93,MECHANICAL ENGINEERING,372
12241,SB11201420382307,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,67,69,67,72,82,CHEMICAL ENGINEERING,357
12242,SB11201420383033,M,Stratum 2,PUBLIC,ACADEMIC,50,41,50,59,54,INDUSTRIAL ENGINEERING,254
12243,SB11201420383133,F,Stratum 3,PRIVATE,ACADEMIC,61,60,53,57,75,INDUSTRIAL ENGINEERING,306
12244,SB11201420383858,F,Stratum 3,PRIVATE,ACADEMIC,100,84,67,81,93,MECHANICAL ENGINEERING,425
12245,SB11201420383862,M,Stratum 3,PRIVATE,ACADEMIC,77,58,63,66,56,MECHANICAL ENGINEERING,320
12246,SB11201420383867,F,Stratum 2,PRIVATE,ACADEMIC,72,45,53,45,49,INDUSTRIAL ENGINEERING,264
12247,SB11201420386350,M,Stratum 3,PRIVATE,ACADEMIC,69,69,65,72,77,MECHANICAL ENGINEERING,352
12248,SB11201420386927,M,Stratum 3,PUBLIC,ACADEMIC,47,55,63,54,42,CIVIL ENGINEERING,261
12249,SB11201420388921,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,51,41,53,53,45,INDUSTRIAL ENGINEERING,243
12250,SB11201420389290,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,56,55,62,52,58,CIVIL ENGINEERING,283
12251,SB11201420389560,M,Stratum 2,PRIVATE,ACADEMIC,85,65,69,70,65,CHEMICAL ENGINEERING,354
12252,SB11201420389769,F,Stratum 2,PUBLIC,ACADEMIC,64,58,64,66,55,CHEMICAL ENGINEERING,307
12253,SB11201420393300,M,Stratum 2,PUBLIC,ACADEMIC,59,60,71,62,54,INDUSTRIAL ENGINEERING,306
12254,SB11201420394259,F,Stratum 2,PRIVATE,ACADEMIC,59,52,58,63,68,CHEMICAL ENGINEERING,300
12255,SB11201420394928,F,Stratum 3,PRIVATE,ACADEMIC,74,67,69,69,88,INDUSTRIAL ENGINEERING,367
12256,SB11201420395078,F,Stratum 3,PRIVATE,ACADEMIC,77,79,71,76,93,INDUSTRIAL ENGINEERING,396
12257,SB11201420395145,M,Stratum 3,PRIVATE,ACADEMIC,62,61,62,63,63,INDUSTRIAL ENGINEERING,311
12258,SB11201420395430,F,Stratum 1,PUBLIC,TECHNICAL,72,78,69,65,52,CHEMICAL ENGINEERING,336
